ordinal,journey_kind,scheduled_at_unix_microseconds,offered_at_unix_microseconds,arrival_lag_microseconds,admission_status,admission_microseconds,completion_microseconds,authoritative_completion_microseconds,run_id,idempotency_replay_checked,idempotency_replay_passed,evidence_checked,evidence_passed,total_agent_runs,child_agent_runs,thread_events,workflow_instances,tool_calls,approvals,tool_attempts,error_class
5184,basic-agent-run,1785810418957487,1785810418957830,343,201,7016758,8047554,7065320,run-root-104794,false,false,true,true,1,0,2,0,0,0,0,
5185,basic-agent-run,1785810418958915,1785810418960440,1525,201,2040636,3185136,2119147,run-root-102848,false,false,true,true,1,0,2,0,0,0,0,
5186,awaited-workflow,1785810418960344,1785810418961574,1230,201,2071283,3250387,2130206,run-root-102859,false,false,true,true,1,0,2,1,0,0,0,
5187,basic-agent-run,1785810418961772,1785810418963594,1822,201,8518804,9562292,8556755,run-root-105376,false,false,true,true,1,0,2,0,0,0,0,
5188,basic-agent-run,1785810418963201,1785810418964257,1056,201,9663950,10683818,9760998,run-root-105826,false,false,true,true,1,0,2,0,0,0,0,
5189,basic-agent-run,1785810418964629,1785810418964772,143,201,9642111,10673132,9688687,run-root-105817,false,false,true,true,1,0,2,0,0,0,0,
5190,basic-agent-run,1785810418966058,1785810418966915,857,201,7064831,8098020,7104980,run-root-104823,false,false,true,true,1,0,2,0,0,0,0,
5191,basic-agent-run,1785810418967487,1785810418968209,722,201,8517953,9559220,8557382,run-root-105380,false,false,true,true,1,0,2,0,0,0,0,
5192,basic-agent-run,1785810418968915,1785810418969782,867,201,2114298,3265044,2132832,run-root-102872,false,false,true,true,1,0,2,0,0,0,0,
5193,basic-agent-run,1785810418970344,1785810418971071,727,201,9403073,10430243,9464585,run-root-105727,false,false,true,true,1,0,2,0,0,0,0,
5194,child-fanout,1785810418971772,1785810418973386,1614,201,2025512,3147248,2255322,run-root-102843,false,false,true,true,3,2,2,0,0,0,0,
5195,basic-agent-run,1785810418973201,1785810418973852,651,201,2024937,3143041,2068722,run-root-102841,false,false,true,true,1,0,2,0,0,0,0,
5196,basic-agent-run,1785810418974629,1785810418975066,437,201,7601938,8634013,7653409,run-root-105027,false,false,true,true,1,0,2,0,0,0,0,
5197,basic-agent-run,1785810418976058,1785810418976874,816,201,9677260,10705443,9714539,run-root-105833,false,false,true,true,1,0,2,0,0,0,0,
5198,basic-agent-run,1785810418977487,1785810418977970,483,201,7101783,8136930,7159204,run-root-104837,false,false,true,true,1,0,2,0,0,0,0,
5199,basic-agent-run,1785810418978915,1785810418980681,1766,201,2058238,3236117,2089857,run-root-102862,false,false,true,true,1,0,2,0,0,0,0,
5200,basic-agent-run,1785810418980344,1785810418980723,379,201,2031614,3204753,2072179,run-root-102854,true,true,true,true,1,0,2,0,0,0,0,
5201,basic-agent-run,1785810418981772,1785810418983303,1531,201,2069248,3235319,2111117,run-root-102865,false,false,true,true,1,0,2,0,0,0,0,
5202,basic-agent-run,1785810418983201,1785810418984693,1492,201,8894740,9924099,8925632,run-root-105530,false,false,true,true,1,0,2,0,0,0,0,
5203,basic-agent-run,1785810418984629,1785810418984721,92,201,8753020,9774077,8791701,run-root-105480,false,false,true,true,1,0,2,0,0,0,0,
5204,basic-agent-run,1785810418986058,1785810418987336,1278,201,8270143,9310603,8327960,run-root-105286,false,false,true,true,1,0,2,0,0,0,0,
5205,approval-smtp,1785810418987487,1785810418988306,819,201,8522475,9554100,8567844,run-root-105392,false,false,true,true,1,0,2,0,1,1,1,
5206,basic-agent-run,1785810418988915,1785810418990055,1140,201,2091571,3243600,2151047,run-root-102873,false,false,true,true,1,0,2,0,0,0,0,
5207,basic-agent-run,1785810418990344,1785810418990976,632,201,7343272,8373936,7384729,run-root-104927,false,false,true,true,1,0,2,0,0,0,0,
5208,basic-agent-run,1785810418991772,1785810418992826,1054,201,7364765,8397851,7385766,run-root-104933,false,false,true,true,1,0,2,0,0,0,0,
5209,basic-agent-run,1785810418993201,1785810418994203,1002,201,8525423,9567441,8621181,run-root-105393,false,false,true,true,1,0,2,0,0,0,0,
5210,basic-agent-run,1785810418994629,1785810418995576,947,201,7136397,8171555,7208302,run-root-104860,false,false,true,true,1,0,2,0,0,0,0,
5211,basic-agent-run,1785810418996058,1785810418996972,914,201,7596459,8624959,7632810,run-root-105028,false,false,true,true,1,0,2,0,0,0,0,
5212,basic-agent-run,1785810418997487,1785810418998216,729,201,2003180,3155276,2065722,run-root-102845,false,false,true,true,1,0,2,0,0,0,0,
5213,awaited-workflow,1785810418998915,1785810418999728,813,201,9673050,10702437,9716943,run-root-105844,false,false,true,true,1,0,2,1,0,0,0,
5214,basic-agent-run,1785810419000344,1785810419000944,600,201,2060321,3216983,2078363,run-root-102869,false,false,true,true,1,0,2,0,0,0,0,
5215,basic-agent-run,1785810419001772,1785810419002780,1008,201,8358712,9380439,8388090,run-root-105330,false,false,true,true,1,0,2,0,0,0,0,
5216,basic-agent-run,1785810419003201,1785810419003932,731,201,2113756,3260871,2135233,run-root-102890,false,false,true,true,1,0,2,0,0,0,0,
5217,basic-agent-run,1785810419004629,1785810419005674,1045,201,2150531,3295619,2184481,run-root-102900,false,false,true,true,1,0,2,0,0,0,0,
5218,basic-agent-run,1785810419006058,1785810419006940,882,201,8258959,9291800,8289722,run-root-105292,false,false,true,true,1,0,2,0,0,0,0,
5219,basic-agent-run,1785810419007487,1785810419008258,771,201,2088443,3240967,2130481,run-root-102878,false,false,true,true,1,0,2,0,0,0,0,
5220,basic-agent-run,1785810419008915,1785810419009969,1054,201,7131569,8160329,7180921,run-root-104867,false,false,true,true,1,0,2,0,0,0,0,
