ordinal,journey_kind,scheduled_at_unix_microseconds,offered_at_unix_microseconds,arrival_lag_microseconds,admission_status,admission_microseconds,completion_microseconds,authoritative_completion_microseconds,run_id,idempotency_replay_checked,idempotency_replay_passed,evidence_checked,evidence_passed,total_agent_runs,child_agent_runs,thread_events,workflow_instances,tool_calls,approvals,tool_attempts,error_class
864,measured-agent-decision,1785823465333231,1785823465334934,1703,201,75216,1105214,212814,run-root-184917,false,false,true,true,2,1,2,0,0,0,0,
865,measured-agent-decision,1785823465339439,1785823465340009,570,201,71604,1098310,334391,run-root-184918,false,false,true,true,5,4,2,0,0,0,0,
866,measured-agent-decision,1785823465345644,1785823465346627,983,201,84617,1116856,322565,run-root-184919,false,false,true,true,5,4,2,0,0,0,0,
867,measured-agent-decision,1785823465351845,1785823465353142,1297,201,82086,1109581,308990,run-root-184920,false,false,true,true,5,4,2,0,0,0,0,
868,measured-agent-decision,1785823465358043,1785823465359597,1554,201,76390,1102345,108625,run-root-184921,false,false,true,true,1,0,2,0,0,0,0,
869,measured-agent-decision,1785823465364237,1785823465364875,638,201,82843,1116757,102906,run-root-184923,false,false,true,true,1,0,2,0,0,0,0,
870,measured-agent-decision,1785823465370428,1785823465371058,630,201,66606,1093818,90591,run-root-184922,false,false,true,true,1,0,2,0,0,0,0,
871,measured-agent-decision,1785823465376615,1785823465377260,645,201,66416,1091245,121048,run-root-184924,false,false,true,true,1,0,2,1,1,1,1,
872,measured-agent-decision,1785823465382799,1785823465384163,1364,201,66732,1094416,120392,run-root-184925,false,false,true,true,1,0,2,1,1,1,1,
873,measured-agent-decision,1785823465388979,1785823465390467,1488,201,70238,1103741,106651,run-root-184926,false,false,true,true,1,0,2,1,1,1,1,
874,measured-agent-decision,1785823465395156,1785823465395933,777,201,80395,1135153,94339,run-root-184927,false,false,true,true,1,0,2,0,0,0,0,
875,measured-agent-decision,1785823465401329,1785823465401871,542,201,76094,1129347,88760,run-root-184928,false,false,true,true,1,0,2,0,0,0,0,
